YEAR;MO;DY;HR;T2M;WS10M;WD10M;WS50M
2019;6;17;3;16,33;1,91;54,49;4,01
2019;6;17;4;16,26;1,95;55,29;4,01
2019;6;17;5;16,7;2,46;62,62;4,01
2019;6;17;6;17,28;2,95;64,11;3,84
2019;6;17;7;17,92;3,3;64,59;4,12
2019;6;17;8;18,51;3,39;65,09;4,23
2019;6;17;9;19,44;3,27;64,23;4,03
2019;6;17;10;20,52;2,95;63,37;3,64
2019;6;17;11;21,35;2,59;63,43;3,22
2019;6;17;12;21,67;2,35;61,98;2,93
2019;6;17;13;21,8;2,23;58,76;2,79
2019;6;17;14;21,8;2,26;54,99;2,84
2019;6;17;15;21,49;2,34;53,02;3,04
2019;6;17;16;20,85;2,28;51,13;3,3
2019;6;17;17;19,8;2,25;51,34;3,63
2019;6;17;18;18,27;1,95;53,31;3,95
2019;6;17;19;17,08;2,11;57,84;4,48
2019;6;17;20;16,58;2,12;61,07;4,46
2019;6;17;21;16,19;2;63,33;4,2
2019;6;17;22;15,76;1,91;66,59;4,01
2019;6;17;23;15,43;1,91;71,64;4,23
2019;6;18;0;15,16;1,87;74,98;4,06
2019;6;18;1;14,68;1,73;75,34;3,62
2019;6;18;2;14,41;1,68;74,6;3,25
2019;6;18;3;14,04;1,65;79,06;3
2019;6;18;4;14,05;1,51;82,58;2,82
2019;6;18;5;15,3;1,71;80,54;2,5
2019;6;18;6;16,45;1,96;69,47;2,24
2019;6;18;7;18,55;1,77;64,34;1,94
2019;6;18;8;20,58;1,54;50,57;1,76
2019;6;18;9;21,83;1,52;40,41;1,76
2019;6;18;10;22,8;1,28;34,27;1,48
2019;6;18;11;23,56;0,8;22,53;0,93
2019;6;18;12;23,94;0,43;337,62;0,47
2019;6;18;13;23,89;0,57;287,68;0,56
2019;6;18;14;23,48;0,78;278,05;0,79
2019;6;18;15;23,3;0,9;285,12;0,96
2019;6;18;16;23,51;0,87;294,95;1,18
2019;6;18;17;21,77;0,82;318,87;1,09
2019;6;18;18;19,99;0,77;358,83;1,13
2019;6;18;19;18,37;0,86;26,33;1,51
2019;6;18;20;17,42;1,1;52,23;2,01
2019;6;18;21;16,65;1,27;68,66;2,34
2019;6;18;22;16,14;1,31;81,77;2,42
2019;6;18;23;15,74;1,29;91,04;2,32
2019;6;19;0;15,48;1,27;99,93;2,05
2019;6;19;1;15,37;1,13;103,94;1,71
2019;6;19;2;15,38;0,93;105,55;1,33
2019;6;19;3;15,31;0,72;106,28;0,96
2019;6;19;4;15,26;0,62;97,93;0,87
2019;6;19;5;16,22;0,69;85,45;1,12
2019;6;19;6;17,33;0,99;52,4;1,16
2019;6;19;7;19,6;1,17;18,68;1,45
2019;6;19;8;21,05;0,98;24,52;1,22
2019;6;19;9;22,15;0,53;39,59;0,71
2019;6;19;10;22,8;0,24;194,93;0,23
2019;6;19;11;23,11;1,02;223,45;1,14
2019;6;19;12;23,08;1,66;232,65;1,91
2019;6;19;13;23,12;2,06;240,23;2,41
2019;6;19;14;23,19;2,32;246,55;2,75
2019;6;19;15;22,9;2,44;252,09;2,95
2019;6;19;16;22,47;2,3;258,04;3,01
2019;6;19;17;22,13;1,92;266,5;2,99
2019;6;19;18;20,55;1,5;273,28;2,44
2019;6;19;19;19,2;1,36;271,65;1,97
2019;6;19;20;18,81;1,23;272,19;1,7
2019;6;19;21;18,15;1,17;273,84;1,61
2019;6;19;22;17,87;1,07;274,62;1,44
2019;6;19;23;17,4;0,97;274,15;1,32
2019;6;20;0;16,88;0,87;275,15;1,19
2019;6;20;1;16,51;0,55;274,09;0,75
2019;6;20;2;16,04;0,27;283,63;0,38
2019;6;20;3;15,46;0,25;322,77;0,34
2019;6;20;4;14,94;0,35;347,2;0,49
2019;6;20;5;16,44;0,45;21,25;0,65
2019;6;20;6;18,23;0,72;21,8;0,87
2019;6;20;7;20,41;0,76;336,88;0,96
2019;6;20;8;21,82;0,68;301,87;0,83
2019;6;20;9;22,82;1;278,95;1,18
2019;6;20;10;23,55;1,48;269,7;1,74
2019;6;20;11;23,97;1,98;267,96;2,34
2019;6;20;12;24,21;2,31;268,64;2,78
2019;6;20;13;24,12;2,46;268,36;3
2019;6;20;14;23,82;2,46;268,18;3,05
2019;6;20;15;23,68;2,44;268,35;3,06
2019;6;20;16;23,28;2,16;269,79;2,87
2019;6;20;17;22,84;1,74;276,45;2,78
2019;6;20;18;21,32;1,27;285,66;2,01
2019;6;20;19;20,12;0,78;290,42;1,09
2019;6;20;20;19,74;0,34;300,74;0,44
2019;6;20;21;19,15;0,05;308,66;0,07
2019;6;20;22;18,44;0,17;174,81;0,2
2019;6;20;23;17,65;0,36;188,65;0,45
2019;6;21;0;16,89;0,39;196,26;0,5
2019;6;21;1;16,19;0,26;194,04;0,32
2019;6;21;2;15,44;0,03;153,43;0,07
2019;6;21;3;14,93;0,31;26,57;0,46
2019;6;21;4;14,78;0,67;21,8;0,95
2019;6;21;5;16,57;0,87;26,1;1,39
2019;6;21;6;18,36;1,25;33,79;1,49
2019;6;21;7;21,1;1,5;8,09;1,93
2019;6;21;8;22,83;1,29;358,26;1,61
2019;6;21;9;23,88;1,02;351,62;1,25
2019;6;21;10;24,73;0,9;326,31;1,05
2019;6;21;11;25,31;1,15;296,57;1,32
2019;6;21;12;25,57;1,52;285,46;1,77
2019;6;21;13;25,61;1,76;282,31;2,07
2019;6;21;14;25,53;1,91;283,7;2,31
2019;6;21;15;25,23;1,9;286,27;2,35
2019;6;21;16;25,37;1,53;293,43;2,29
2019;6;21;17;24,66;1,41;308,01;2,07
2019;6;21;18;22,44;1,04;334,59;1,7
2019;6;21;19;20,06;1,02;1,76;1,54
2019;6;21;20;19,46;1,02;17,33;1,47
2019;6;21;21;18,68;1,29;41,32;1,8
2019;6;21;22;17,32;1,8;62,88;2,56
2019;6;21;23;16,17;2,07;74,02;3,02
2019;6;22;0;15,72;2,02;78,86;2,92
2019;6;22;1;15,51;1,88;81,87;2,66
2019;6;22;2;15,37;1,75;85,64;2,43
2019;6;22;3;15,7;1,45;89,08;1,92
2019;6;22;4;15,86;1,39;93,88;1,82
2019;6;22;5;17,51;1,32;98,18;2,09
2019;6;22;6;19,33;0,92;87,57;1,11
2019;6;22;7;21,65;0,37;163,89;0,51
2019;6;22;8;23,04;1,4;237,11;1,7
2019;6;22;9;23,37;1,7;233,39;2,37
2019;6;22;10;23,55;1,68;231,42;2,27
2019;6;22;11;23,6;1,89;230,38;2,54
2019;6;22;12;23,5;2,04;220,51;2,79
2019;6;22;13;23,28;2,31;217,18;2,99
2019;6;22;14;23,3;2,91;228,81;3,63
2019;6;22;15;23,37;2,22;224,14;2,83
2019;6;22;16;23,36;1,08;209,34;1,49
2019;6;22;17;23,02;0,62;189,46;0,85
2019;6;22;18;21,94;0,8;182,25;1,13
2019;6;22;19;20,57;1,18;173,91;1,63
2019;6;22;20;19,55;1,54;160,19;2,2
2019;6;22;21;18,54;1,76;161,4;2,53
2019;6;22;22;17,66;1,87;158,91;2,69
2019;6;22;23;16,99;1,92;152,91;2,82
2019;6;23;0;16,4;2,05;147,95;3,1
2019;6;23;1;15,92;2,26;145,15;3,66
2019;6;23;2;15,62;2,26;144,72;4,3
2019;6;23;3;15,4;2,33;149,3;3,81
2019;6;23;4;15,8;2,15;152,5;3,42
2019;6;23;5;17,67;1,71;154,02;3,64
2019;6;23;6;19,63;3,1;164,35;4,72
2019;6;23;7;21,01;4,15;176,87;5,51
2019;6;23;8;22,1;4,32;185,3;5,51
2019;6;23;9;22,99;4,24;193,63;5,33
2019;6;23;10;23,4;4,09;201,96;5,06
2019;6;23;11;23,46;3,92;209,63;4,82
2019;6;23;12;23,16;3,61;215,13;4,44
2019;6;23;13;23,05;3,26;219,26;4,03
2019;6;23;14;22,87;2,92;223,91;3,64
2019;6;23;15;22,2;2,36;227,82;3,02
2019;6;23;16;21,92;1,94;228,1;2,72
2019;6;23;17;21,44;1,79;229,97;2,74
2019;6;23;18;20,08;1,13;231,71;1,9
2019;6;23;19;18,55;0,59;224,46;0,93
2019;6;23;20;17,75;0,2;166,5;0,26
2019;6;23;21;17,23;0,42;98,58;0,64
2019;6;23;22;16,67;0,68;83,37;1,01
2019;6;23;23;15,75;1,07;61,19;1,67
2019;6;24;0;15,01;1,44;51,83;2,47
2019;6;24;1;14,34;1,57;48,44;2,84
2019;6;24;2;13,86;1,66;45,57;3,06
2019;6;24;3;13,65;1,81;40,63;3,48
2019;6;24;4;13,95;1,89;34,88;3,67
2019;6;24;5;15,19;2,59;32,21;3,68
2019;6;24;6;15,98;3,22;34,92;3,99
2019;6;24;7;17,11;3,44;40,21;4,15
2019;6;24;8;18,57;3,41;44,54;4,09
2019;6;24;9;19,97;3,19;49,47;3,83
2019;6;24;10;20,9;2,93;49,55;3,56
2019;6;24;11;21,57;2,8;45,23;3,44
2019;6;24;12;22,11;2,79;40,11;3,47
2019;6;24;13;22,32;2,9;35,79;3,63
2019;6;24;14;22,26;3,02;34,02;3,79
2019;6;24;15;21,94;3,12;33,25;3,95
2019;6;24;16;21,37;3,1;34,33;3,96
2019;6;24;17;20,4;2,77;36,38;3,69
2019;6;24;18;18,91;2,06;38,83;3,53
2019;6;24;19;16,6;1,86;39,71;3,86
2019;6;24;20;15,9;2,05;39,89;4,24
2019;6;24;21;15,66;2,24;39,19;4,38
2019;6;24;22;15,42;2,47;39,99;4,95
2019;6;24;23;15,16;2,67;41,56;5,4
2019;6;25;0;14,82;2,71;41,14;5,44
2019;6;25;1;14,51;2,7;37,37;5,45
2019;6;25;2;14,37;2,79;35,65;5,53
2019;6;25;3;14,26;2,88;37,18;5,81
2019;6;25;4;14,65;3,01;38,89;5,68
2019;6;25;5;16,26;4;37,3;5,37
2019;6;25;6;17,87;4,65;42,07;5,91
2019;6;25;7;19,63;5,34;51,35;6,95
2019;6;25;8;21,19;5,32;54,63;6,81
2019;6;25;9;22,52;5,02;55,79;6,41
2019;6;25;10;23,48;4,75;56,41;6,01
2019;6;25;11;24,04;4,48;56,59;5,65
2019;6;25;12;24,37;4,28;56,63;5,38
2019;6;25;13;24,36;4,16;56,4;5,25
2019;6;25;14;24,16;4,15;55,89;5,27
2019;6;25;15;23,67;4,15;55,89;5,32
2019;6;25;16;23,05;3,97;54,28;5,2
2019;6;25;17;22,05;3,58;50,93;5,07
2019;6;25;18;20,37;2,86;48,21;5,18
2019;6;25;19;18,26;2,55;48,48;5,54
2019;6;25;20;17,58;2,64;50,41;5,53
2019;6;25;21;17,07;2,58;49,06;5,27
2019;6;25;22;16,65;2,55;45,37;5,1
2019;6;25;23;16,49;2,64;45,36;5,19
2019;6;26;0;16,37;2,74;46,27;5,31
2019;6;26;1;16,23;2,8;46,92;5,34
2019;6;26;2;15,91;2,78;47,74;5,36
2019;6;26;3;15,61;2,76;48,33;5,32
2019;6;26;4;15,51;2,8;48,39;5,15
2019;6;26;5;17,01;3,62;47,01;4,61
2019;6;26;6;19,04;4,02;50,68;4,96
2019;6;26;7;21,04;4,66;58,92;5,96
2019;6;26;8;22,48;4,92;60,38;6,34
2019;6;26;9;23,54;5,08;60,4;6,59
2019;6;26;10;24,43;5,05;60,3;6,53
2019;6;26;11;25,24;4,89;60,61;6,33
2019;6;26;12;25,79;4,67;60,99;6,05
2019;6;26;13;26,03;4,44;60,46;5,73
2019;6;26;14;25,99;4,19;58,8;5,43
2019;6;26;15;25,73;3,95;57,03;5,19
2019;6;26;16;25,15;3,71;55,47;5,11
2019;6;26;17;24,05;3,11;53,07;4,92
2019;6;26;18;21,95;2,25;50,78;4,91
2019;6;26;19;18,97;2,37;48,48;4,89
2019;6;26;20;17,74;2,5;48,04;4,68
2019;6;26;21;16,87;2,57;47,09;4,53
2019;6;26;22;16,12;2,6;45,12;4,36
2019;6;26;23;15,5;2,61;43,3;4,21
2019;6;27;0;14,98;2,62;43,79;4,18
2019;6;27;1;14,52;2,65;43,68;4,19
2019;6;27;2;14,08;2,68;42,76;4,22
2019;6;27;3;13,66;2,72;41,85;4,26
2019;6;27;4;13,73;2,63;42,83;4,28
2019;6;27;5;16,73;2,37;43,66;4,02
2019;6;27;6;18,98;2,9;44,67;3,41
2019;6;27;7;21,15;3,17;57,49;3,92
2019;6;27;8;22,52;2,83;58,33;3,44
2019;6;27;9;23,71;2,44;53,72;2,96
2019;6;27;10;24,79;2,18;47,17;2,67
2019;6;27;11;25,72;2,09;39,7;2,57
2019;6;27;12;26,38;2,21;32,91;2,74
2019;6;27;13;26,72;2,45;29,68;3,04
2019;6;27;14;26,69;2,66;29,2;3,34
2019;6;27;15;26,33;2,75;30,35;3,58
2019;6;27;16;25,76;2,53;31,63;3,65
2019;6;27;17;24,78;2,36;34,32;3,84
2019;6;27;18;22,05;1,9;35,78;3,58
2019;6;27;19;19,19;2,23;34,3;3,42
2019;6;27;20;18,05;2,33;35,6;3,54
2019;6;27;21;17,33;2,36;35,58;3,59
2019;6;27;22;16,86;2,39;34,36;3,68
2019;6;27;23;16,61;2,43;33,84;3,78
2019;6;28;0;16,55;2,39;38,1;3,74
2019;6;28;1;16,01;2,43;42,26;3,86
2019;6;28;2;15,4;2,49;16,79;5,12
2019;6;28;3;15,63;2,63;12,71;5,49
2019;6;28;4;15,88;2,74;15,7;5,34
2019;6;28;5;16,45;2,32;15,81;4,16
2019;6;28;6;17,36;3,04;19,83;3,94
2019;6;28;7;18,85;4,02;19,17;5,04
2019;6;28;8;20,77;4,63;18,5;5,97
2019;6;28;9;21,89;5,19;20,07;6,68
2019;6;28;10;22,58;5,58;22,83;7,14
2019;6;28;11;23,12;5,64;25,78;7,21
2019;6;28;12;23,37;5,55;26,42;7,07
2019;6;28;13;23,34;5,31;26,3;6,74
2019;6;28;14;22,95;5,21;27,1;6,67
2019;6;28;15;22,29;5,24;27,9;6,83
2019;6;28;16;21,37;5,09;28,41;6,87
2019;6;28;17;20,14;4,5;29,33;6,64
2019;6;28;18;18,11;3,51;30,79;6,61
2019;6;28;19;15,51;3,29;33,27;7,08
2019;6;28;20;14,48;3,61;35,65;7,34
2019;6;28;21;13,72;3,8;35,98;7,13
2019;6;28;22;13,17;4,1;36,39;7,36
2019;6;28;23;12,9;4,31;37,64;7,61
2019;6;29;0;12,24;4,08;38,54;7,33
2019;6;29;1;11,75;4,13;39,78;7,34
2019;6;29;2;11,37;4,15;40,8;7,31
2019;6;29;3;11,07;4,03;41,7;7,13
2019;6;29;4;11,05;3,85;41,3;6,53
2019;6;29;5;12,89;4,31;42,13;5,53
2019;6;29;6;15,16;5,08;46,06;6,68
2019;6;29;7;17,04;6,27;50,82;8,28
2019;6;29;8;18,3;6,33;50,36;8,23
2019;6;29;9;19,44;6,09;50,1;7,82
2019;6;29;10;20,43;5,69;49,73;7,22
2019;6;29;11;21,27;5,26;49,57;6,62
2019;6;29;12;21,84;4,88;48,96;6,1
2019;6;29;13;22,21;4,52;47,73;5,62
2019;6;29;14;22,23;4,29;46,18;5,33
2019;6;29;15;21,83;4,2;45,3;5,28
2019;6;29;16;21,06;4,17;45,23;5,41
2019;6;29;17;19,75;3,83;45,33;5,48
2019;6;29;18;17,44;2,8;45,91;5,43
2019;6;29;19;14,11;2,47;46,67;5,31
2019;6;29;20;12,75;2,47;45,38;5,09
2019;6;29;21;12;2,51;45,88;5,27
2019;6;29;22;11,4;2,6;47,19;5,5
2019;6;29;23;10,92;2,71;48,74;5,7
2019;6;30;0;10,54;2,82;50,4;5,84
2019;6;30;1;10,27;2,86;51,66;5,9
2019;6;30;2;10,01;2,86;53,22;5,86
2019;6;30;3;9,75;2,83;55,21;5,8
2019;6;30;4;10,17;2,85;57,53;5,81
2019;6;30;5;13,31;3,43;58,12;5,13
2019;6;30;6;15,73;3,78;59,99;4,54
2019;6;30;7;18,05;3,63;67,58;4,39
2019;6;30;8;19,98;3,13;66,31;3,81
2019;6;30;9;21,57;3,06;63,96;3,77
2019;6;30;10;22,75;3,2;62,56;3,96
2019;6;30;11;23,69;3,34;63,79;4,14
2019;6;30;12;24,36;3,34;66,43;4,13
2019;6;30;13;24,73;3,19;68,15;3,94
2019;6;30;14;24,81;3,04;69,24;3,77
2019;6;30;15;24,52;2,89;69,46;3,64
2019;6;30;16;23,94;2,7;69,31;3,53
2019;6;30;17;22,82;2,22;69,4;3,48
2019;6;30;18;20,4;1,77;70,69;3,32
2019;6;30;19;17,51;2,09;74,61;3,18
2019;6;30;20;16,31;2,1;79,73;3,16
2019;6;30;21;15,52;2,04;84,07;3,05
2019;6;30;22;15,14;1,87;84,98;2,78
2019;6;30;23;15,15;1,62;83,35;2,37
2019;7;1;0;15,33;1,32;79,42;1,93
2019;7;1;1;15,51;1,05;72,24;1,54
2019;7;1;2;15,8;0,88;63,66;1,3
2019;7;1;3;16,12;0,82;59,04;1,18
2019;7;1;4;16,41;0,91;64,98;1,3
2019;7;1;5;18,07;0,86;72,55;1,47
2019;7;1;6;20,01;1,13;67,68;1,44
2019;7;1;7;21,21;1,19;56,52;1,26
2019;7;1;8;24,08;0,73;38,95;0,73
2019;7;1;9;26,58;0,5;37,41;0,54
2019;7;1;10;28,27;0,53;41,42;0,59
2019;7;1;11;28,26;0,41;56;0,5
2019;7;1;12;28,19;0,27;114,3;0,52
2019;7;1;13;28,85;0,27;181,64;0,4
2019;7;1;14;29,41;0,38;219,96;0,35
2019;7;1;15;31,42;0,49;221,78;0,47
2019;7;1;16;30,72;0,45;218,66;0,42
2019;7;1;17;29,19;0,3;204,57;0,31
2019;7;1;18;25,67;0,2;173,42;0,31
2019;7;1;19;23,7;0,36;139,4;0,51
2019;7;1;20;23,03;0,61;124,51;0,87
2019;7;1;21;22,12;0,92;121,13;1,27
2019;7;1;22;21,29;1,14;120,96;1,53
2019;7;1;23;20,38;1,12;123,36;1,51
2019;7;2;0;19,95;0,93;126,1;1,25
2019;7;2;1;19,83;0,66;126,87;0,88
2019;7;2;2;19,65;0,4;120,58;0,54
2019;7;2;3;19,35;0,24;86,31;0,38
2019;7;2;4;19,19;0,39;46,64;0,59
2019;7;2;5;20,18;0,62;28,84;1,03
2019;7;2;6;22,77;1,15;31,63;1,49
2019;7;2;7;24,75;1,33;30,33;1,51
2019;7;2;8;25,69;1,19;14,4;1,38
2019;7;2;9;27,8;1,04;332,66;1,32
2019;7;2;10;28,8;1,14;299,21;1,38
2019;7;2;11;29,28;1,32;281,58;1,56
2019;7;2;12;29,55;1,49;272,4;1,76
2019;7;2;13;29,7;1,5;263,13;1,81
2019;7;2;14;29,51;1,08;243,43;1,33
2019;7;2;15;30,11;0,8;216,65;1,16
2019;7;2;16;31,01;0,79;216,98;1,17
2019;7;2;17;29,38;0,7;210,85;0,98
2019;7;2;18;26,58;0,61;161,33;0,92
2019;7;2;19;24,31;1,1;120,75;1,51
2019;7;2;20;22,19;1,44;102,83;2,01
2019;7;2;21;20,85;1,72;92,08;2,39
2019;7;2;22;19,73;1,87;81,84;2,6
2019;7;2;23;18,37;2,01;65,72;2,83
2019;7;3;0;16,75;2,33;48,94;3,37
2019;7;3;1;14,96;2,68;38,14;4,18
2019;7;3;2;13,93;2,75;35,18;4,92
2019;7;3;3;13,38;2,7;38,06;5,35
2019;7;3;4;13,41;2,69;43,82;5,45
2019;7;3;5;15,87;3,45;48,4;4,87
2019;7;3;6;17,98;3,86;51,16;4,43
2019;7;3;7;20,53;3,74;55,28;4,31
2019;7;3;8;22,65;3,42;59,33;3,97
2019;7;3;9;24,09;3,08;61,23;3,57
2019;7;3;10;25,28;2,73;62,04;3,13
2019;7;3;11;26,23;2,37;59,97;2,69
2019;7;3;12;26,89;2,11;53,6;2,34
2019;7;3;13;27,15;2,06;44,69;2,25
2019;7;3;14;27,01;2,29;37,1;2,57
2019;7;3;15;26,45;2,76;34,14;3,24
2019;7;3;16;25,51;3,12;33,13;3,95
2019;7;3;17;24,02;3,07;34,34;4,33
2019;7;3;18;21,76;2,51;38,55;4,66
2019;7;3;19;18,9;2,49;46,27;5,38
2019;7;3;20;17,65;2,67;51,18;5,49
2019;7;3;21;16,76;2,64;54,28;5,39
2019;7;3;22;16,08;2,72;56,13;5,48
2019;7;3;23;15,59;2,88;57,65;5,64
2019;7;4;0;15,16;2,93;60,08;5,66
2019;7;4;1;14,73;2,82;62,09;5,53
2019;7;4;2;14,31;2,72;63,58;5,41
2019;7;4;3;14,02;2,69;65,82;5,43
2019;7;4;4;14,4;2,71;66,39;5,23
2019;7;4;5;16,28;3,46;64,19;4,38
2019;7;4;6;18,22;3,61;67,37;4,34
2019;7;4;7;20,4;3,6;77,23;4,35
2019;7;4;8;22,22;2,92;78,6;3,46
2019;7;4;9;23,73;2,08;76,96;2,38
2019;7;4;10;24,8;1,49;66,13;1,62
2019;7;4;11;25,43;1,3;49,14;1,31
2019;7;4;12;25,76;1,31;36,73;1,29
2019;7;4;13;25,77;1,36;29,95;1,37
2019;7;4;14;25,55;1,44;32,57;1,55
2019;7;4;15;25,08;1,49;42,88;1,76
2019;7;4;16;24,6;1,38;53,52;1,78
2019;7;4;17;23,61;1,25;60,88;1,73
2019;7;4;18;21,85;1,27;69,44;2,17
2019;7;4;19;19,54;1,53;70,64;2,87
2019;7;4;20;18,08;1,81;71,41;3,27
2019;7;4;21;17,14;1,9;72,09;3,45
2019;7;4;22;16,29;1,87;72,7;3,52
2019;7;4;23;15,44;1,78;73,64;3,53
2019;7;5;0;14,65;1,68;75,19;3,51
2019;7;5;1;13,99;1,62;77,71;3,35
2019;7;5;2;13,51;1,57;83,16;3
2019;7;5;3;13,26;1,53;89,42;2,57
2019;7;5;4;13,6;1,29;93,81;2,07
2019;7;5;5;15,71;1,18;90;1,52
2019;7;5;6;17,79;0,98;78,96;0,95
2019;7;5;7;21,08;0,81;304;1,39
2019;7;5;8;23,01;1,63;293,49;2,11
2019;7;5;9;24,04;1,81;291,8;2,31
2019;7;5;10;24,86;1,9;291,41;2,42
2019;7;5;11;25,54;1,86;290,42;2,36
2019;7;5;12;26,03;1,77;288,84;2,24
2019;7;5;13;26,32;1,66;287,24;2,09
2019;7;5;14;26,33;1,52;286,76;1,92
2019;7;5;15;26,08;1,34;289,81;1,72
2019;7;5;16;25,64;1,06;301,47;1,54
2019;7;5;17;24,76;1,05;317,73;1,66
2019;7;5;18;22,56;0,81;338,61;1,62
2019;7;5;19;20,55;1,15;15,36;1,91
2019;7;5;20;18,9;1,61;38,31;2,41
2019;7;5;21;17,73;1,84;54,69;2,65
2019;7;5;22;16,76;1,91;66,16;2,76
2019;7;5;23;16,12;1,86;72,17;2,71
2019;7;6;0;15,69;1,74;73,84;2,54
2019;7;6;1;15,37;1,67;72,84;2,42
2019;7;6;2;15,01;1,63;70,96;2,37
2019;7;6;3;14,65;1,64;69,06;2,39
2019;7;6;4;14,7;1,59;68,72;2,35
2019;7;6;5;16,94;1,44;68,03;2,21
2019;7;6;6;18,91;1,64;63,92;1,78
2019;7;6;7;21,83;1,16;65,84;1,34
2019;7;6;8;23,85;0,53;46,81;0,6
2019;7;6;9;25,22;0,45;318,53;0,57
2019;7;6;10;26,15;0,63;282,84;0,79
2019;7;6;11;26,8;0,87;253,35;1,04
2019;7;6;12;27,15;1,34;235,94;1,54
2019;7;6;13;27,28;1,85;229,79;2,13
2019;7;6;14;27,13;2,32;227,45;2,71
2019;7;6;15;26,71;2,63;227,17;3,22
2019;7;6;16;26,14;2,59;229,29;3,63
2019;7;6;17;25,52;2,52;234,19;3,88
2019;7;6;18;22,33;1,95;230,52;3,55
2019;7;6;19;19,6;2,2;223,85;3,36
2019;7;6;20;18,87;2,09;224,24;3,1
2019;7;6;21;18,39;1,9;228,66;2,77
2019;7;6;22;18,27;1,65;231,93;2,33
2019;7;6;23;18,3;1,45;230,47;1,98
2019;7;7;0;17,91;1,31;221,38;1,79
2019;7;7;1;17,5;1,28;211,75;1,73
2019;7;7;2;17,1;1,23;205,26;1,66
2019;7;7;3;16,6;1,22;198,32;1,63
2019;7;7;4;15,95;1,21;190,01;1,67
2019;7;7;5;17,78;0,92;173,18;1,57
2019;7;7;6;19,83;1,11;178,79;1,4
2019;7;7;7;22,02;2,01;226,26;2,66
2019;7;7;8;23,56;2,75;233,1;3,53
2019;7;7;9;24,78;3,33;233,29;4,24
2019;7;7;10;25,72;3,85;233,25;4,88
2019;7;7;11;26,31;4,17;232,23;5,29
2019;7;7;12;26,54;4,49;231,29;5,69
2019;7;7;13;26,15;4,76;230,46;6,16
2019;7;7;14;25,7;4,74;229,48;6,23
2019;7;7;15;25,16;4,36;228,71;5,86
2019;7;7;16;24,21;3,61;229,3;5,27
2019;7;7;17;23,08;2,74;232,18;4,69
2019;7;7;18;21,1;1,91;232,8;4,12
2019;7;7;19;19,14;1,89;230,19;3,52
2019;7;7;20;18,48;1,96;221,44;3,12
2019;7;7;21;17,95;1,96;222,26;3,15
2019;7;7;22;18,12;1,5;234,74;2,67
2019;7;7;23;18,19;0,99;237,56;1,64
2019;7;8;0;18,01;0,39;212,74;0,57
2019;7;8;1;17,7;0,43;110,43;0,57
2019;7;8;2;17,03;0,75;103,31;0,98
2019;7;8;3;16,82;0,35;118,3;0,48
2019;7;8;4;16,7;0,35;281,56;0,62
2019;7;8;5;16,95;0,99;334,65;1,7
2019;7;8;6;17,34;1,88;357,85;2,76
2019;7;8;7;18,28;2,71;15,56;3,41
2019;7;8;8;19,65;3,07;29,24;3,7
2019;7;8;9;21,61;2,86;36,21;3,32
2019;7;8;10;23,07;2,35;36,76;2,69
2019;7;8;11;24,11;1,87;29,03;2,14
2019;7;8;12;24,8;1,48;31,43;1,69
2019;7;8;13;25,11;0,94;50,74;1,02
2019;7;8;14;25,13;0,09;109,98;0,04
2019;7;8;15;24,88;0,77;231,61;0,98
2019;7;8;16;25,3;1,22;231;1,81
2019;7;8;17;23,84;1,64;241;2,42
2019;7;8;18;22,09;1,25;229,05;2,09
2019;7;8;19;20,46;1,43;207,69;2,07
2019;7;8;20;19,12;1,64;196,62;2,37
2019;7;8;21;17,94;1,86;203,01;2,75
2019;7;8;22;17,14;1,95;203,59;2,89
2019;7;8;23;16,31;2,03;200,94;3,06
2019;7;9;0;15,75;1,95;203,08;2,94
2019;7;9;1;15,26;1,85;205,81;2,83
2019;7;9;2;15,05;1,74;213,48;2,76
2019;7;9;3;15,17;1,37;225;2,57
2019;7;9;4;15,77;0,96;251,42;2
2019;7;9;5;17,19;0,72;317,19;1,45
2019;7;9;6;18,19;1,22;342,84;1,69
2019;7;9;7;19,3;1,21;343,44;1,43
2019;7;9;8;20,09;0,88;346,7;0,97
2019;7;9;9;21,61;1,05;289,11;1,54
2019;7;9;10;22,74;2,31;267,49;3,02
2019;7;9;11;22,51;2,2;253,5;2,87
2019;7;9;12;22,05;2,21;236,81;2,83
2019;7;9;13;21,46;2,3;227,75;2,97
2019;7;9;14;20,14;2,74;246,29;3,43
2019;7;9;15;19,12;2,21;258,57;2,75
2019;7;9;16;18,98;1,11;261,53;1,51
2019;7;9;17;19,16;0,5;214,19;0,64
2019;7;9;18;18,55;0,47;166,65;0,62
2019;7;9;19;17,43;0,75;107,68;1,02
2019;7;9;20;16,56;1,23;95,1;1,78
2019;7;9;21;16,04;1,36;92,3;2,02
2019;7;9;22;15,82;1,24;93,6;1,82
2019;7;9;23;15,68;0,95;104,72;1,35
2019;7;10;0;15,55;0,46;128,81;0,63
2019;7;10;1;15,41;0,31;300,47;0,52
2019;7;10;2;15,18;0,55;315,58;1,22
2019;7;10;3;15,09;0,48;326,31;1,25
2019;7;10;4;15,08;0,32;53,97;0,69
2019;7;10;5;15,51;0,9;120,11;1,38
2019;7;10;6;16,48;0,45;174,99;0,6
2019;7;10;7;17,12;1,65;307,09;2,15
2019;7;10;8;16,4;3,06;355,9;3,79
2019;7;10;9;14,98;4,73;26,61;5,69
